"Origin: Katherine Damm","[6, 24, 17, 3, 5]","11","","{{3 }}<p><em>In our third installation of </em>Origin <em>supplements, Katherine Damm reads and discusses her short story “The Tour.” Look for the Harvard Advocate’s winter issue to read the work in print.</em></p><p><a href=""http://theadvocateblogdotnet.files.wordpress.com/2013/02/damm-the-tour.mp3"">Click here to listen to “The Tour.”</a></p><p>Snippets of:</p><p>1. <em>Inman Square</em>, Béla Fleck</p><p>2. <em>Who’s Got Three?</em>, Béla Fleck &amp; The Flecktones</p>","2013-2-27","[401, 228, 492, 348, 450, 446, 560, 492, 409, 701, 681, 187, 31, 198, 377]"
"Fever: Introducing Fever","[7]","2","Patrick Lauppe \’13","{{173 alignnone size-large}}<p><em>This month, we will be featuring a series of short memoir posts centered on the theme Fever. Fiction editor Patrick Lauppe ’13 describes our vision for this theme below. </em></p><p>Fever is the only madness that most of us will ever experience. Normally, we are well-groomed and coherent; we dutifully channel our physical and mental drippings to the appropriate drainage receptacle. But in fever, we allow our duties to slide without shame. We proudly bathe in our own fluids, now emerging. We bask in <i>our</i> mess, <i>our</i> grime. We commit everything to the page, gibber whatever bubbles up at whomever is around to hear, even if it is only ourselves. The censor who usually edits our interjections for the world’s eyes and ears has called in sick. Now the truly subversive, the destructive, the half-formed, and the superfluous are all part of the discourse. And it is good.</p><p>Fever is as bacchanalian as it is solipsistic. It is the mind’s last hurrah before either death or recovery, the difference between which has narrowed. We pursue it in hallucination and intoxication, but fever must arrive uninvited: a devil that can cross any threshold he’d like. Fever is a nightmarish house party that leaves the body ravaged and scarred from the inside out. From the outside, fever is never pretty. Fortunately, for the feverish, nothing is ever outside.</p><p>Fever often walks on small feet, leaving behind bloody prints. External worlds fall to its conquest as swiftly as internal worlds swell. The feverish is also the viral, the bubonic. The endgame. It is therefore also the leveler, the carnival of horrors that rolls into town without fanfare.</p><p>For this theme, we expect to read about feverish dreams haunted by inflamed beasts, transfigured nights without sleep, novels written by the hour, streams-of-consciousness set to boil, and bodies bursting at the seams. We expect to see quarantines and extinctions, self-propagation and self-destruction, ramblings and diagnoses, bodies revolting and minds being set free. Perhaps we may make out a light at the end of the tunnel; but even this may be an illusion that fever only projects.</p>","2012-11-15","[542, 560, 165, 467, 318]"
"Origin: John Hughes","[5]","11","","<p><em>In our fifth installation of </em>Origin <em>supplements, we present an excerpt from an interview with the Australian writer John Hughes. Hughes is the author of three books: a collection of autobiographical essays entitled </em>The Idea of Home<em>, a series of “fictional essays” inhabiting his various artistic influences under the title</em> Someone Else<em>, and a novel released last year called </em>The Remnants<em>. His latest work is a group of reversed animal fables, where Australian animals are turned into humans according to the human qualities they possess. </em><em>The full interview, conducted by Alexander Wells ’13 , will be published on the blog in installments throughout the coming week. Two stories by John Hughes, “The Making of Sorrow” and “The Origin of Exile,” are featured</em><em> in the Advocate’s winter issue</em><em>.</em></p>{{14 size-full}}<p><i>AJBW: The theme for this issue is </i>Origin<i>, and among the submissions we’re publishing there is predictably much talk of travel and of homeland—but we’ve also found a recurring interrogation of ideas about authorship and originality among the pieces. How would you say your story engages with these two issues, or with the theme more broadly?</i></p><p>JJH: Well, yes, <i>Origin</i> as you say is the garden, so there’s a sense of the beginnings of human life, and trying to look at—in stripped-back or simplified form—some of the key problems and dilemmas that have long plagued us in terms of human social interactions, morality, those kinds of things.</p><p>One of the other ways of thinking about <i>Origin</i> in terms of these stories is that because, as I said, I’m using a number of stories from particularly Greek myth, which certainly are there behind much of Western literature—so for me, I’m going back to a lot of these stories and putting them in a landscape and a place where it might at first seem there isn’t a very strong connection at all. And perhaps we might then say, if we’re thinking about what makes a story original or the origins of a story more generally, I think there is a certain number of stories that are available that we can tell. And everything else is a variation: what we’re continuing to do is to write variations on these.</p><p><span id=""more-678""></span></p><p>So for me, one of the things that was very stimulating to my imagination and to the way the stories developed was the sense of planting something foreign on this soil and seeing what would come of it. And I suppose if there’s anything original in them it’s in that bringing together of two things that probably haven’t been brought together in this way before. It’s that sense, I suppose, of making new these ideas and stories that pre-exist us, so that the reader is aware and there’s this echo: they sort of carry the trace of their origins but hopefully they are also making something which is unfamiliar as well.</p><p><i>AJBW: </i><i> Let’s talk about influence, something I know is important to your earlier work and which has come up here again. As a quote-unquote historical college magazine, the Advocate has a long tradition of writers—and especially poets—who have felt very strongly the weight of tradition upon them. Harold Bloom talks about this as the “anxiety of influence,” with a special attention to the way young poets work to forge their own clear imaginative space. I know</i><i> you wrote poetry as an undergraduate, and I wonder if anxiety or forced creativity with respect to inheritance has been a concern of yours ever since you were young. And also whether the mixture of fiction and non-fiction you are writing now allows different modes of response to the anxiety of influence than, say, poetry would have.</i></p><p>JJH: I don’t know whether this is partially to do with growing up in Australia—and perhaps some sense of feeling outside the mainstream, or at least the mainstream of both the American literary tradition and the European one—but I think there’s a freedom that comes from the sense of anonymity. A part of you thinks no one really cares what you write anyway; there’s such a small audience here that in some ways it doesn’t really matter—and I’m not saying all Australian writers feel like that but I’m thinking about myself in this instance.</p><p>So that’s one level, but I think also because of my Ukrainian background, I’ve always felt a very strong connection from the early days to Russian or Central European literature. And there, too, I feel like an outsider, because I haven’t grown up in those places, I’m not writing in those languages, and I’m still writing from over here—that has given me a strong sense of freedom, because I feel like I can sort of claim these people as part of my heritage while at the same time being outside that heritage. So in a way, I haven’t really felt a weight of anxiety in terms of the people I might claim as being my influences: it’s more that I feel I can develop a very individual relationship to them. So I found that to be quite liberating, and I can have a lot of fun with it.</p><p>In terms of what you were saying about this working in a sort of borderland between fiction and non-fiction, it’s something I enjoy playing on, certainly in <i>Someone Else</i> and in my other works as well. If we think about borderlands geographically, as well, they’re the most interesting places in a lot of ways—obviously they can also be quite dangerous places, and they can be places where there’s a lot of desperation, a lot of tragedy and pathos as well—but at the same time these are places that have marked the boundaries between cultures, between different kinds of geography and history and whatever it might be. So I think the borderland between genres is particularly resonant as well.</p><p>And I feel that maybe this is the other thing to do with me being both over here, so growing up in this place and feeling already isolated and slightly homeless, but also feeling an attachment to a culture which is twelve thousand miles away, although I think of it as mine. I can have a sense of irreverence, or if not irreverence then a feeling that I can pick the bits I like and play around with them while ignoring the others, and I don’t feel as if I’m committing some kind of sacrilege. So I guess that feeling of not quite being at home in either place hasn’t meant that I feel like I haven’t got a heritage or a tradition—because in a lot of ways, literature is borderless, we can grow up in this place and we can read Shakespeare and Tolstoy and Melville and we can still make things of these writers—it’s more that my attachment to it much more oblique or harder to specify than I imagine it is for young American writers who are growing up in America, or young English writers who are growing up in England, or young French writers who are growing up in France.</p>","2013-3-1","[450, 592, 105, 466, 650, 492, 652, 152, 409, 276, 129, 229]"
"Cabinet","[8]","11","Victoria Baena ’14","{{59 aligncenter}}<li>The New Yorker’s Alexander Nazaryan writes about <a href=""http://www.newyorker.com/online/blogs/books/2013/04/blood-and-tragedy-the-caucuses-in-the-literary-imagination.html"" target=""_blank"">The Caucasus in the Literary Imagination</a>, a theme whose history stretches back far beyond the tragic events of last week.</li><li>In honor of the death of beloved children’s author E.L. Konigsburg this weekend, an <a href=""http://www.scholastic.com/teachers/article/el-konigsburg-interview-transcript"" target=""_blank"">interview</a> with the writer from Scholastic.</li><li>On a lighter note, a meditation on <a href=""http://www.bookslut.com/blog/"" target=""_blank"">the mistress in literature</a> by Jessica Crispin.</li><li>And finally, events are taking place around the country on April 23 for <a href=""http://www.us.worldbooknight.org/"" target=""_blank"">World Book Night</a>, which hopes to increase access to books for non-readers and light readers. For those in the Cambridge area, the Cambridge Public library is hosting a <a href=""http://www.cambridgema.gov/cpl/calendarofevents/view.aspx?guid=%7BA7BAE30D-F715-4EA4-9876-08299E839DAB%7D&amp;start=20130422T190000&amp;end=20130422T200000"" target=""_blank"">kick-off</a> with local authors.</li>","2013-4-22","[197, 658, 480, 409, 213, 265, 232, 445, 64, 200]"
"Not In the Game","[14]","11","Indiana Seresin ’15","{{113 }}<p>We had a joke about the Foreign Missions Club. We called the people that came in or out of it “missions” and pretended to spy on them. Anytime we saw someone walk past it we’d shrink behind a bush and watch them. <i>Where’s that mission going?</i>, we’d say. <i>He looks extra suspicious today.</i> The missions would glance back angrily at us. We’d giggle.</p><p><i>It’s so silly</i>, I used to think, <i>because people can’t be missions! </i>In my head I dragged out the words in the way children do when they think they are saying something funny, in the way that almost always makes it unfunny. <i>People</i> can’t be<i> missions! </i></p><p><span id=""more-1095""></span></p><p>*</p><p>Playing pretend games, we used to interrupt ourselves and say, <i>Not in the game, I need to go to the bathroom. </i>It was ok, for some reason, to momentarily duck out of whatever fantasy we were inhabiting as long as we preposed it with “not in the game.” That was one of our rules, which were themselves without origin. When we laughed at the missionaries, I’m sure what we really wanted to do was walk up to them and say, <i>Not in the game, what on Earth are you doing? </i>Of course, we didn’t know that they were missionaries, or what missionaries did. We had been raised in atheism, in a secular city, in a world that at least pretends to be post-colonial. In all likelihood our parents had deemed evangelicalism—unlike, it is perhaps worth noting, sex or drugs or death—too much for our little light hearts to understand.</p><p>*</p><p>The Foreign Missions Club was a giant building, institution-like, with rows of windows suggesting uniform rooms. It was surrounded by protective rows of bushes, and had an entrance with a small parking space. Its name was painted across its front in large capital letters. The strangest thing about it was that it was so close to our house, and on a leafy street surrounded by other completely normal, coherent scenes: a two-story house with fancy cars in the driveway; a pair of council estates with people and dogs playing in the courtyard; a church, not much used; a bench where a certain homeless drunk liked to sit and talk to no one. This all made sense, and it bored us. It was what we saw on our way to the park every day. The Foreign Missions Club was also on the way to the park, but every day it was something different.</p><p>Approaching it, scampering along, we would turn and look at each other and say: <i>This could be it.</i> Part of the joke was that one day the missions would turn on us because they had found out that we had been spying on them. What exactly they would do was, like everything else, unclear. The reason why it was funny was that we knew they would never do it. We knew from the way they looked at us when we laughed at them, crouching behind a bush, whispering what I’m sure sounded to them like “missionary” and not “mission,” that we had the one-up. For kids, that was a priceless thrill.</p><p>*</p><p>Years later I came back to find that the Foreign Missions Club had drably rebranded; it was no longer called the Foreign Missions Club, but The Highbury Center. Everything about this was wrong. Highbury is the name of my neighbourhood, and the Foreign Missions Club’s new name therefore appeared to be claiming some kind of relevance, even centrality, within the community. How could that be, though, when everything about the building was bizarre, secretive, incongruous with its surroundings? The other problem was the new name’s neutrality. <i>The Highbury Center</i> could have been anything: a doctor’s clinic, a youth center, an office of the local government.</p><p>What the Foreign Missions Club actually was — what it still is — is a hotel for missionaries. There was a time when evangelical protestant missionary workers could stay there for free; these days they get a discounted price. It was and continues to be advertised as a place of respite for all those who fall on the evangelical spectrum: Christian aid workers, doctors working in mission hospitals, as well as the old-fashioned types whose sole mission is to spread the gospel. A few times I have considered going in to ask a few questions in a friendly, neighbourhood sort of way. But I doubt I’ll ever do it. Our joke with the Foreign Missions Club was always doomed to be a one-sided game.</p>","2013-8-24","[311, 596, 737, 718, 521, 409, 714, 607, 30, 331]"
"Fever: Making Heat","[7]","2","Katherine Damm ’13","<p>I have cold hands, always. In the winter, I can’t touch my hands to my stomach without flinching. In the summer, friends sometimes take my hands and lay them across their face and neck like a cool cloth. My mother tells me I will be this way until menopause—something to look forward to.</p><p>I collected heating pads as a child. Not out of anything as dramatic as medical necessity, but simply because warmth is charming for one who is perpetually cold. I had the whole array—the plug-in electric, the microwavable beanbag, the hot water bottle. My particular hot water bottle was red, heart-shaped, and had grooves down the front that made a pleasant rubbery sound when strummed. I would carry it around the house like a toy tucked under my arm.</p><p><span id=""more-288""></span></p><p>Once, when I wanted to skip school, I swallowed a mouthful of hot water and pressed the bottle to my forehead until I was hot to my mother’s touch. It was convincing—too convincing—and she wondered whether I needed to be taken to the doctor because of the unusually high reading on the thermometer. It was only at my urging that she let me get into bed and watch movies on the tiny television brought up from the kitchen.</p><p>When she brought soup to my bedside that afternoon, she commented that I didn’t seem so hot anymore and offered to take my temperature. I ran off to the bathroom for my hot water bottle, pushed the grooves against my skin, and hurried back to her to prove my illness. She puzzled over my forehead and asked what I had done to it. I can still see her face change as she recognized the striations across my face as the inverse of the bottle in a comical series of portraits. I was caught.</p><p>I don’t remember the punishment; the reel runs out before I’ve even confessed. I’d gotten my day off. That’s what I remember. I don’t remember what my hands felt like, but they were probably warm for once—from clutching the bottle and the excitement of lying. I imagine that the blood flushed outwards to my fingertips and cheeks and stayed there, at least for a little while, because sometimes the best cure is the simple pleasure of being sick.</p>","2012-11-15","[542, 560, 165, 409, 467, 701]"
"From the Archives: A Reading of Love Poems","[2]","11","Liza Batkin \’15","{{57 alignnone}}{{152 alignnone}}{{162 alignnone}}<p><em>Published in </em>The Harvard Advocate<em>, Vol. II, No 3 (Oct. 26, 1866).<br/>
</em></p><p>In October 1866, the editors of <em>The</em> <i>Harvard Advocate</i> decided it was time to address the subject of “love poetry.” Though the publication had been running for under a year, it had already disappointed dozens of swooning sonneteers with rejection letters. In the column reprinted above, the editors do their best to soothe these romantic spirits: it’s not you, they promise—it’s love that’s the problem. A timeless preoccupation, a “favorite” since ancient times, love (they say) is simply impossible to transcribe onto the pages of an undergraduate publication.</p><p><span id=""more-181""></span></p><p>The editors explain that love is an intricate and many-sided thing; however, they regret to announce, its best sides have already been taken. And while it is indisputably interesting, love is not contagious: those who remain outside of Cupid’s sway do not care to hear from his arrow-struck victims. Ultimately, the column concludes, a love sonnet simply doesn’t belong in a magazine. Removed from its proper home—a romantic landscape furnished with gentle whispering winds and twinkling stars—the poem loses its power, only to be obscured by crumbs of ash in the hands of some “careless Sophomore.” The editors recommend that their inspired contributors tone down the love bit and just write good poetry.</p><p>The editors of 1866 can relax in their graves; their concerns have been largely obviated by the passing of time. Today’s poetic climate has shifted away from outpourings of love in iambic pentameter, and not too many rosy-cheeked lads remain sulking over their rejected sonnets for Sally. But to reveal how <i>Advocate</i> editors throughout the decades have treated the matter of meritorious love poetry, I leave you with two representative poems: “The Undying” from 1905 and “Poem” from 1955.</p>{{67 alignnone}}<p><em>Published in </em>The Harvard Advocate<em>, Vol. LXXIX, No. 6 (May 12, 1905). </em></p>{{93 alignnone}}<p><em>Published in</em> The Harvard Advocate<em>, Vol. CXXIX, No. 3 (Christmas 1955). </em></p>","2012-11-6","[617, 113, 560, 409, 467, 518, 91, 157]"
"The Harvard Advocate Hosts Dan Chiasson & David Ferry","[24]","11","Kevin Hong \’15","{{46}}<p><em>On Saturday, November 3, Dan Chiasson and David Ferry read from their poetry and answered audience questions at the Advocate building on 21 South Street. The following is an event reflection by Advocate</em> <em>poetry board </em><em>member, Kevin Hong ’15. </em></p><p>“I actually died six weeks ago,” David Ferry said at lunch.</p><p>We were sharing a combination platter at Café Algiers—Ferry, Dan Chiasson, and members of <i>The Harvard Advocate</i>. Ferry explained that his heart had stopped for a minute at a Brookline restaurant before a doctor resuscitated him. Chiasson’s brow furrowed and his eyes softened as Ferry went on: he returned to the restaurant to find out the name of the person who had saved him, and having obtained a name, wrote a “heartrendingly beautiful” letter to the man. (“Longhand?” Chiasson asked, impressed. Ferry is vivacious but admits to his physical frailty.)</p><p>“But they gave me the wrong name!” Ferry said. Chiasson covered his reddening face in his hands and laughed.</p><p>There was a certain warmth between the two poets, arising from years of mutual interest and understanding. Chiasson’s second book, <em>Natural History</em>, is intended to be in dialogue with Ferry’s translations of Horace. Ferry has touted Chiasson’s critical essays, admiring his close attention to both line and sentence. At the reading, Ferry joked, “I’m so glad to finally have the chance to read with my former roommate,” and Chiasson flashed his Amherst College belt.</p><p><span id=""more-205""></span></p><p>Remarkable similarities link these men: both went to Amherst, both received graduate degrees at Harvard University, and both taught at Wellesley College (Chiasson is now associate professor there, and Ferry is a professor emeritus). Chiasson published in the <i>Advocate</i> in 2011<sup>,</sup> while Ferry’s poem had appeared in the <em>Advocate</em> back in 1957<sup>.</sup> Both, on Saturday, November 3, rekindled their relationships with 21 South Street.</p><p>Ferry delivered his roommate punch line and Chiasson bent over double. I’ll remember that image. In my mind, David Ferry has acquired the mythic status that his own work explores: Ferry’s brief foray into the underworld echoes Orpheus’s engagement with hell, a frequent subject in Ferry’s most recent book, <em>Bewilderment</em>.</p><p>“I bring no messages from the underworld,” he said at lunch.</p><p>While Ferry’s poetry looks ahead and below into the abyss, Chiasson’s looks back towards his own childhood. Chiasson read from the manuscript of his upcoming book, <em>Bicentennial</em>. The title is taken from the 1976 celebration of America’s birthday, which Chiasson recalls with the cool remove characteristic of his verse. His distant voice is most effective in poems about his father, whom he never knew. The poems are littered with what little knowledge the poet could gather up from his father’s obituaries. In “One on One,” Chiasson reflects on their relationships’ core of absence:</p><p><em>I thought we had agreed to play. I thought you said<br/>
We’d play and play all day, beating and being beaten,<br/>
Taking turns at losing learning its advantages</em></p><p><em>for a young man’s character, then changing fates.<br/>
What kind of game is this, your going away forever,<br/>
sending word, years later, that you’d died?</em></p><p>Chiasson’s verse creates an absence that belies a repressed bitterness and a nostalgia for things past—for the final absence. The bemused and slightly affected speaker reveals his continual bewilderment. His colloquial tone, through repetition and subtle wordplay, slowly gathers momentum before leaping into a higher emotional register. In “Star Catcher,” Chiasson laments the innocent ecstasy of childhood that is at once wonderful and inane:</p><p><em>The logic of loss, we could all understand:<br/>
Every fan trusts that losing is barter.<br/>
Though we wanted to die when the Yankees won,</em></p><p><em>We knew that all losers eventually win,<br/>
Every drowned brother results in another:<br/>
As the plane goes, so goes Thurman Munson.</em></p>{{117 alignnone size-large}}<p>The younger poet’s cool and composed reading is in many ways diametrically opposed to that of Ferry, who followed Chiasson with a group of poems from <em>Bewilderment</em>. Chiasson engaged with his audience with poise and detachment. Ferry’s words are an affective plea for understanding:</p><p><em>Among the living the body can do so sometimes,</em><br/>
<em>But the mind, constricted, inhibited by its ancestral</em><br/>
<em>Knowledge of final separation, holds back,</em><br/>
<em>Unable to complete what it wanted to say.</em></p><p><em>What is your name that I can call you by?</em></p><p>- “Resemblance”</p>{{4 alignnone size-large}}<p>Kay Ryan has said that if you put an ice cube on your palm, your palm turns pink because the chill attracts your blood. Poetry functions in the same way: its chill brings a reader’s emotions to the surface. Dan Chiasson may practice these poetics of restraint, but Ferry does not subscribe to the same school. It was clear, as I watched him read, that he was possessed and enlivened by his verse. The poet’s voice was insistent and vigorous. Fear, confusion, and love were made palpable in the poet’s unshakeable lines.</p><p>In <em>Bewilderment</em>, Ferry acknowledges his age and puts his feelers out into the unknown. He probes the spaces between human beings and the void of loss. Like torches in a cave, his lines burn brightly, providing what little light he has in his search for the divine, his confrontation of “the big joke.” And in Ferry there is always room for humor: in “Found Single-line Poems,” he inserts the subtitle, “Playing With My Self.”</p>{{31 alignnone size-large}}<p>I left the building last Saturday invigorated and a little dazed by these two very different poets from two generations: one looking back and one looking beyond, one cool and one warm, one who references his childhood as a lost time, and one who invokes classical mythology to recover lost time. Dan Chiasson and David Ferry, after the reading, did agree on one notion evoked in Ferry’s poem, “Brunswick, Maine, Early Winter, 2000″:</p><p>“It is a connoisseurship of the word;<br/>
Philology is that venerable art</p><p>That asks one thing above all other things:<br/>
Read slowly, slowly. It is a goldsmith’s art,</p><p>Looking before and after, cautiously;<br/>
Considering; reconsidering;</p><p>Studying with delicate eyes and fingers;<br/>
It does not easily get anything done.”</p>","2012-11-7","[228, 45, 560, 743, 117, 409, 431, 157, 463]"
"Compass: Focus","[9]","10","Hana Bajramovic ’13","{{120 aligncenter}}<p>Protractors and compasses were sold in sets at Office Depot, and I always wished I could mix and match the colors. I wanted a blue protractor and a green compass but I had to pick one so green it would have to be. Not a lime green and not an olive but some strange middle ground, like an unripe banana or maybe a bay leaf.</p><p>They were on the required supplies list, and though we rarely used them in math class I was always sketching circles on the scrap paper from my mother’s office. I started off shaky, and the hinge on the compass was a little loose, so even when I steadied the arc, my circle’s ends would never line up. I was frustrated.</p><p>But eventually I learned to hold it right, to position my fingers and flick my wrist just so, and I started to experiment. Who needed pencils when I could use pens, or squeeze in a crayon after I shaved its edges with scissors? My circles were good, and they were everywhere.</p><p><span id=""more-950""></span></p><p>A few years later, in geometry, I was taught the trick to drawing an ellipse. Put two pins in cork board, tie a string between them — leaving slack — and pull with a pen, tracing around both. It’s because the sum of the distances between a point on the ellipse and its two foci is always constant, they said. It’s magic, I thought.</p><p>This was more fun than the circles. I bought a cork board and did it at home.</p><p>I found that as I brought my foci closer the ellipse would move toward its ideal self, the circle. From the misshapen amorphous thing to perfect radial symmetry. I liked that. I liked how even shapes acknowledged the worth of closeness.</p><p>And as they moved apart it became more and more difficult to draw the ellipse around them, because it was hard to keep the string above the pushpins, and it left me only with a few ugly, unconnected scratches. Once the sum of the distances between the foci equaled the length of the string it was all over — all I had was a point, closer to one focus, maybe, than the other, forgetting what it was to be an ellipse, forgetting how that felt, what it meant. The foci were naked, then. Where were their shells?</p><p>I forgot about the compass. I was getting older, and I forgot about the compass. I’m about to graduate and I’m scared but I forgot about the compass. I can draw the circle without two foci. Less fun, certainly, but I can draw the circle alone.</p><p style=""text-align:center;"">♠</p><p>It was late and we sat by the water. It was late and it was warm, with a warmth that betrayed its lateness. There were two lampposts, ten feet apart, maybe. I said I wish I had a long rope and a piece of chalk. You said excuse me. I said I’d tie each end to a post and trace an ellipse along the concrete, there, by the water, there, in the warmth. You said it wouldn’t work. I didn’t try.</p><p>There we were, you holding my hand or me holding yours, next to each other but ten feet apart. I couldn’t have known it then but that was the moment we decided not to move closer, the moment we decided to stay an ellipse, flatter even than we had been. Maintaining the flatness would hurt, I thought, but it would hurt less than the sharp explosion of a circle, the puncturing of something real and whole. The ellipse would whimper when it split. The circle would scream.</p><p>We went back inside. I to one room and you to another, and I didn’t come find you, and you didn’t come find me, and we didn’t find each other. We wanted to, probably, but we didn’t try.</p><p>I thought about it, you should know. I did think about it.</p><p><em>Illustration by Sam Richman ’15</em></p>","2013-5-6","[115, 421, 664, 5, 270, 490, 409, 60, 313]"
"From the Archives: Djuna Barnes","[2, 17]","11","Liza Batkin ’15","<p>“Reading Djuna Barnes is like reading a foreign language, which you understand,” said Marianne Moore about her friend and contemporary near the end of Barnes’s career. “The Perfect Murder,” printed by <i>The Harvard Advocate</i> in its 1942 75<sup>th</sup> Anniversary Issue, exemplifies the curious linguistic prowess that Moore praises. In fact, the study of “foreign [languages], which you understand” is the very occupation of Barnes’s protagonist, Professor Anatol Profax, a dialectologist (specialist of tongues). A crossbreed between <em>Middlemarch</em>’s intellectually stubborn Casaubon and Baudelaire’s voyeuristic flaneurs, Profax harbors his cherished work in the crook of his elbow as he haunts the streets with a removed aspect and attentive ears. He records the “figures of speech and preferred exclamations in all walks of life” in order to classify species of speakers. He <i>bunch-indexes</i> (Barnes’s term) the inarticulate of England, France, and America as “<i>The Inveterates</i>” and devises other groupings—among them “<i>Excitable Spinsters</i>” and “<i>The Impulsive</i>”—along lines of fanaticism, eloquence, and verbosity. Profax’s scrupulous science literalizes what Moore recognized as Barnes’s genius: she paid close attention to the subtleties of expression, and did not underestimate the potential of a single language to spawn multitudinous variations.</p><p>Djuna Barnes lived first in Greenwich Village, and then in Paris, during both cities’ bohemian heydays. It was in Paris that she became acquainted with F. Scott Fitzgerald, Gertrude Stein, Ezra Pound and T.S. Eliot, like-minded contemporaries who together heralded the rise of the avant-garde. By the time “The Perfect Murder,” her last published story, appeared in <i>The Harvard Advocate</i> in 1942, Barnes was an established author. Her reputation at the time (at least within the <i>Advocate</i>) can be surmised from her inclusion in the anniversary issue, which the editors dedicated to “new material from the important figures in literature today.”</p><p><span id=""more-884""></span></p>{{150 aligncenter size-full}}<p> </p>{{20 aligncenter size-full}}{{47 aligncenter size-full}}{{11 aligncenter size-full}}<p> </p><p>By the time she wrote “The Perfect Murder,” Barnes had evidently honed her quirky voice and experimental aesthetic. The story reaches its surrealist climax when Professor Profax meets the “Elephant Woman.” What might become a romantic affair spirals into a scene of absurdity. Profax is preoccupied with the woman’s lips, but only insofar as they articulate a language that transcends his categorical science. She speaks in paradox and nonsense: “I’m a little knock-kneed … and I want to be good.” The Elephant Woman is extraordinary, an aberrant speaker, like none Profax has met or studied. But rather than cherish his discovery of a beautiful outlier, he draws a slit through her throat and so firmly delineates the categories of his dialectology. Having done the deed, the stubborn tongue-academic realizes that has forgotten to learn the single word that would have distinguished the woman from his other human specimens: her name. In the end, Professor Profax remains regretfully unchanged, regarding his human subject as a scientist would, from “behind the mists of … two sheets of glass.”</p><p>In reference to <em>Nightwood</em>, one of her most renowned works, T. S. Eliot commended that Barnes’s “prose has the prose rhythm that is prose style, and the musical pattern which is not that of verse.” Djuna Barnes’s peculiar rhythm and musicality shines through in “The Perfect Murder,” whose ethereal “Elephant Woman” seems at times to speak in a nonsensical logic guided by sound alone: “It makes all the difference in the world. I am as aboveboard as the devil. I’d like some caramels.” Statements like this, delicious despite their incomprehensibility, pervade the text, contributing to the specific and mildly foreign effect of Barnes’s prose. We must wonder about the romantic escapades of Djuna Barnes; clearly she, following in the footsteps of her Professor Profax, made a “Mistress of Sound.”</p><p> </p>","2013-4-17","[617, 492, 211, 409, 498, 518, 4, 605, 417]"
